paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
2456969,5498,1,50952,admin,2020-07-28,EN,50952-146,3300.00,2020-07-28,12314,Check Number 2672 against Inv# 5498,2020-07-28,FPD,PAYMENT,FPD
2456970,5198,1,51142,admin,2020-06-26,EN,51142-04,390.00,2020-06-26,11676,Check Number 3615 against Inv# 5198,2020-06-26,FPD,PAYMENT,FPD
2456971,4558,1,50952,admin,2020-04-21,EN,50952-127,80.00,2020-04-21,9938,Check Number 7705 against Inv# 4558,2020-04-21,FPD,PAYMENT,FPD
2456972,4577,1,50952,admin,2020-04-21,EN,50952-38,1099.50,2020-04-21,9947,Check Number 19542 against Inv# 4577,2020-04-21,FPD,PAYMENT,FPD
2456973,4560,1,50952,admin,2020-04-21,EN,50952-80,32.50,2020-04-21,9928,Check Number 2292 against Inv# 4560,2020-04-21,FPD,PAYMENT,FPD
2456974,4838,1,51005,admin,2020-06-26,EN,51005-01,528.00,2020-06-26,11677,Check Number 2614 against Inv# 4838,2020-06-26,FPD,PAYMENT,FPD
2456975,5246,1,51005,admin,2020-06-26,EN,51005-01,2589.00,2020-06-26,11688,Check Number 2614 against Inv# 5246,2020-06-26,FPD,PAYMENT,FPD
2456976,5356,1,50068,admin,2020-07-23,EN,50068-01,1500.00,2020-07-23,12271,Check Number 46978 against Inv# 5356,2020-07-23,FPD,PAYMENT,FPD
2456977,5645,1,50636,admin,2020-07-28,EN,50636-01,10652.50,2020-07-28,12395,Check Number 2677 against Inv# 5645,2020-07-28,FPD,PAYMENT,FPD
2456978,5468,1,50933,admin,2020-07-15,EN,50933-04,5423.00,2020-07-15,12110,Check Number 404457 against Inv# 5468,2020-07-15,FPD,PAYMENT,FPD
2456979,6045,1,51142,admin,2020-09-30,EN,51142-02,22577.50,2020-09-30,13945,Check Number 1128 against Inv# 6045,2020-09-30,FPD,PAYMENT,FPD
2456980,5499,1,51142,admin,2020-07-28,EN,51142-03,32552.00,2020-07-28,12315,Check Number 1189 against Inv# 5499,2020-07-28,FPD,PAYMENT,FPD
2456981,5497,1,52948,admin,2020-07-23,EN,52948-01,1637.50,2020-07-23,12274,Check Number Visa 230720A42-A9F23529-6211-4492-B495-8B9A3B7DD6BD against Inv# 5497,2020-07-23,FPD,PAYMENT,FPD
2456982,5172,1,52948,admin,2020-07-23,EN,52948-01,1575.00,2020-07-23,12275,Check Number Visa 230720A42-A9F23529-6211-4492-B495-8B9A3B7DD6BD against Inv# 5172 (Prior Balance on  Inv# 5497),2020-07-23,FPD,PAYMENT,FPD
2456983,5200,1,51266,admin,2020-07-28,EN,51266-01,670.00,2020-07-28,12299,Check Number Online Payment Approval Code 266169 against Inv# 5200,2020-07-28,FPD,PAYMENT,FPD
2456984,4563,1,51266,admin,2020-07-28,EN,51266-01,2063.50,2020-07-28,12300,Check Number Online Payment Approval Code 266169 against Inv# 4563 (Prior Balance on  Inv# 5200),2020-07-28,FPD,PAYMENT,FPD
2456985,4928,1,51266,admin,2020-07-28,EN,51266-01,76.50,2020-07-28,12301,Check Number Online Payment Approval Code 266169 against Inv# 4928 (Prior Balance on  Inv# 5200),2020-07-28,FPD,PAYMENT,FPD
2456986,5416,1,52009,admin,2020-08-05,EN,52009-01,2046.00,2020-08-05,12600,Check Number 56975 against Inv# 5416,2020-08-05,FPD,PAYMENT,FPD
2456987,5815,1,53907,admin,2020-08-03,EN,53907-01,2500.00,2020-08-03,12751,Credit Card Payment,2020-08-03,FPD,PAYMENT,FPD
2456988,5411,1,50699,admin,2020-07-21,EN,50699-01,2270.75,2020-07-21,12258,Check Number 40172 against Inv# 5411,2020-07-21,FPD,PAYMENT,FPD
2456989,5819,1,50180,admin,2019-06-18,EN,50180-01,525.00,2019-06-18,7334,Check Number 12691,2019-06-18,FPD,PAYMENT,FPD
2456990,5857,1,52657,admin,2020-08-11,EN,52657-08,4753.50,2020-08-11,12671,Wire Received,2020-08-11,FPD,PAYMENT,FPD
2456991,5857,1,52657,admin,2020-08-11,EN,52657-08,5364.16,2020-08-11,12672,Wire Received,2020-08-11,HPD,PAYMENT,HPD
2456992,1124,1,51142,admin,2020-07-28,EN,51142-05,7367.50,2020-07-28,12978,Check Number # 1124,2020-07-28,FPD,PAYMENT,FPD
2456993,5962,1,50822,admin,2020-08-28,EN,50822-11,474.50,2020-08-28,13192,Online Payment VI: 00715882,2020-08-28,FPD,PAYMENT,FPD
2456994,5965,1,50822,admin,2020-07-13,EN,50822-16,1277.00,2020-07-13,12049,Wire Transfer,2020-07-13,FPD,PAYMENT,FPD
2456995,5965,1,50822,admin,2020-08-28,EN,50822-16,48.50,2020-08-28,13193,Online Payment VI:00715822,2020-08-28,FPD,PAYMENT,FPD
2456996,5966,1,50822,admin,2020-03-25,EN,50822-10,310.00,2020-03-25,9230,Payment Reference 0008154869,2020-03-25,FPD,PAYMENT,FPD
2456997,5966,1,50822,admin,2020-08-28,EN,50822-10,924.50,2020-08-28,13191,Online Payment VI: 00715881,2020-08-28,FPD,PAYMENT,FPD
2456998,5967,1,50963,admin,2020-08-27,EN,50963-03,1972.00,2020-08-27,13167,Credit Card Payment,2020-08-27,FPD,PAYMENT,FPD
2456999,472,1,50963,admin,2020-08-28,EN,50963-03,6524.90,2020-08-28,13277,Write Off of Fees on Invoice#472 dated 5/31/2019 - Approved by DNR,2020-08-28,WOF,PAYMENT,WOF
2457000,549,1,50963,admin,2020-08-28,EN,50963-03,1771.00,2020-08-28,13278,Write Off of Fees on Invoice#549 dated 6/30/2019,2020-08-28,WOF,PAYMENT,WOF
2457001,5994,1,50041,admin,2020-08-19,EN,50041-01,490.00,2020-08-19,12995,Online Payment AC:207620,2020-08-19,FPD,PAYMENT,FPD
2457002,5701,1,50500,admin,2020-08-17,EN,50500-02,1164.50,2020-08-17,12742,Check Number Online Payment AC:030789 against Inv# 5701,2020-08-17,FPD,PAYMENT,FPD
2457003,5792,1,50952,admin,2020-08-26,EN,50952-127,2957.50,2020-08-26,13203,Check Number against Inv# 5792,2020-08-26,FPD,PAYMENT,FPD
2457004,5706,1,50952,admin,2020-08-26,EN,50952-143,41.00,2020-08-26,13089,Check Number 5865 against Inv# 5706,2020-08-26,FPD,PAYMENT,FPD
2457005,5708,1,50952,admin,2020-08-28,EN,50952-78,1208.50,2020-08-28,13200,Check Number against Inv# 5708,2020-08-28,FPD,PAYMENT,FPD
2457006,5708,1,50952,admin,2020-08-28,EN,50952-78,9157.50,2020-08-28,13201,Check Number against Inv# 5708,2020-08-28,HPD,PAYMENT,HPD
2457007,5709,1,50952,admin,2020-08-26,EN,50952-79,195.00,2020-08-26,13082,Check Number 1188 against Inv# 5709,2020-08-26,FPD,PAYMENT,FPD
2457008,6007,1,52009,admin,2020-08-28,EN,52009-01,385.00,2020-08-28,13284,"Write Off of Fees, Per Jay's email - writting off RMW's charge on 6/30/2020",2020-08-28,WOF,PAYMENT,WOF
2457009,6013,1,52657,admin,2020-09-08,EN,52657-06,1087.00,2020-09-08,13439,Wire received on 9/8/2020,2020-09-08,FPD,PAYMENT,FPD
2457010,6436,1,51142,admin,2020-10-29,EN,51142-02,22942.50,2020-10-29,14831,Check Number 1129 against Inv# 6436,2020-10-29,FPD,PAYMENT,FPD
2457011,5732,1,53008,admin,2020-08-17,EN,53008-01,325.00,2020-08-17,12945,Check Number 13969 against Inv# 5732,2020-08-17,FPD,PAYMENT,FPD
2457012,5738,1,50952,admin,2020-08-27,EN,50952-146,3350.00,2020-08-27,13194,Check Number against Inv# 5738,2020-08-27,FPD,PAYMENT,FPD
2457013,5925,1,51142,admin,2020-08-26,EN,51142-05,14932.50,2020-08-26,13088,Check Number 4955 against Inv# 5925,2020-08-26,FPD,PAYMENT,FPD
2457014,5925,1,51142,admin,2020-09-08,EN,51142-05,2000.00,2020-09-08,13436,Check Number 1151 against Inv# 5925,2020-09-08,HPD,PAYMENT,HPD
2457015,5735,1,53906,admin,2020-08-12,EN,53906-01,380.00,2020-08-12,12681,Check Number Online Payment AC: 081662 against Inv# 5735,2020-08-12,FPD,PAYMENT,FPD
2457016,6060,1,50933,admin,2020-08-24,EN,50933-04,191.92,2020-08-24,13186,Check Number 406173,2020-08-24,FPD,PAYMENT,FPD
2457017,6060,1,50933,admin,2020-08-24,EN,50933-04,5423.00,2020-08-24,13187,Check Number 406173,2020-08-24,HPD,PAYMENT,HPD
2457018,6063,1,53013,admin,2020-08-24,EN,53013-01,614.00,2020-08-24,13173,Credit Card Payment AC:024439,2020-08-24,FPD,PAYMENT,FPD
2457019,4952,1,51020,admin,2020-08-17,EN,51020-02,974.05,2020-08-17,12944,Check Number 0164926062 against Inv# 4952 (Prior Balance on  Inv# 5174),2020-08-17,FPD,PAYMENT,FPD
2457020,5429,1,50952,admin,2020-08-20,EN,50952-63,1026.00,2020-08-20,13227,Client was billed incorrectly on Invoice#5429. Were to be billed only for .24hours but was billed 2.40 hours.,2020-08-20,REF,PAYMENT,REF
2457021,6104,1,51054,admin,2020-08-24,EN,51054-01,3791.00,2020-08-24,13185,Check Number 1000054039,2020-08-24,FPD,PAYMENT,FPD
2457022,6107,1,53015,admin,2020-08-31,EN,53015-01,3900.00,2020-08-31,13220,Credit Card Payment,2020-08-31,FPD,PAYMENT,FPD
2457023,5679,1,51098,admin,2020-09-01,EN,51098-02,97.50,2020-09-01,13223,Check Number 12359 against Inv# 5679,2020-09-01,FPD,PAYMENT,FPD
2457024,5797,1,50636,admin,2020-08-27,EN,50636-01,7452.50,2020-08-27,13196,Check Number against Inv# 5797,2020-08-27,FPD,PAYMENT,FPD
2457025,5797,1,50636,admin,2020-08-27,EN,50636-01,7500.00,2020-08-27,13197,Check Number against Inv# 5797,2020-08-27,HPD,PAYMENT,HPD
2457026,6138,1,52657,admin,2020-09-08,EN,52657-08,4832.00,2020-09-08,13437,Wire Received on 9/8/2020,2020-09-08,FPD,PAYMENT,FPD
2457027,6138,1,52657,admin,2020-09-08,EN,52657-08,5324.62,2020-09-08,13438,Wire Received on 9/8/2020,2020-09-08,HPD,PAYMENT,HPD
2457028,5434,1,50952,admin,2020-07-28,EN,50952-89,418.50,2020-07-28,12317,Check Number 10023 against Inv# 5434,2020-07-28,FPD,PAYMENT,FPD
2457029,6140,1,50952,admin,2020-07-28,EN,50952-144,3714.50,2020-07-28,12397,Check Number 12616,2020-07-28,FPD,PAYMENT,FPD
2457030,6140,1,50952,admin,2020-07-28,EN,50952-144,407.40,2020-07-28,12398,Check Number 12616,2020-07-28,HPD,PAYMENT,HPD
2457031,6141,1,51266,admin,2020-06-09,EN,51266-02,3287.64,2020-06-09,11347,Approval Code 245407,2020-06-09,FPD,PAYMENT,FPD
2457032,6141,1,51266,admin,2020-06-09,EN,51266-02,1712.36,2020-06-09,11348,Approval Code 245407,2020-06-09,HPD,PAYMENT,HPD
2457033,4592,1,51076,admin,2020-05-01,EN,51076-01,30.60,2020-05-01,10204,Check Number 025186 against Inv# 4592,2020-05-01,FPD,PAYMENT,FPD
2457034,4592,1,51076,admin,2020-05-01,EN,51076-01,296.10,2020-05-01,10205,Check Number 025186 against Inv# 4592,2020-05-01,HPD,PAYMENT,HPD
2457035,5182,1,51020,admin,2020-08-17,EN,51020-03,989.10,2020-08-17,12943,Check Number 0164926061 against Inv# 5182,2020-08-17,FPD,PAYMENT,FPD
2457036,6148,1,51142,admin,2020-08-11,EN,51142-03,82.00,2020-08-11,12951,DENTON COUNTY COURTS TERRYS TRO/LIS PENDENS  FILLING,2020-08-11,FPD,PAYMENT,FPD
2457037,5800,1,51142,admin,2020-08-26,EN,51142-03,31690.00,2020-08-26,13083,Check Number 1188 against Inv# 5800,2020-08-26,FPD,PAYMENT,FPD
2457038,5707,1,50952,admin,2020-08-27,EN,50952-24,11586.50,2020-08-27,13199,Check Number#2753 against Inv# 5707,2020-08-27,FPD,PAYMENT,FPD
2457039,5430,1,50952,admin,2020-08-20,EN,50952-24,1254.00,2020-08-20,13228,"Refund to Client - Was charged incorrectly on invoice#5430, 6/24/20. Refunded for incorrect hours charged.",2020-08-20,REF,PAYMENT,REF
2457040,5795,1,51005,admin,2020-08-27,EN,51005-01,11820.50,2020-08-27,13195,Check Number against Inv# 5795,2020-08-27,FPD,PAYMENT,FPD
2457041,5495,1,50786,admin,2020-08-17,EN,50786-01,102.00,2020-08-17,12942,Check Number 31078 against Inv# 5495 (Prior Balance on  Inv# 5703),2020-08-17,FPD,PAYMENT,FPD
2457042,6153,1,50786,admin,2020-09-03,EN,50786-01,644.50,2020-09-03,13283,Check Number 31024,2020-09-03,FPD,PAYMENT,FPD
2457043,5467,1,50933,admin,2020-08-24,EN,50933-13,2832.00,2020-08-24,13166,Check Number 406173 against Inv# 5467,2020-08-24,FPD,PAYMENT,FPD
2457044,5796,1,50068,admin,2020-08-17,EN,50068-01,1500.00,2020-08-17,12946,Check Number 5796 against Inv# 5796,2020-08-17,FPD,PAYMENT,FPD
2457045,6164,1,52657,admin,2019-11-30,EN,52657-02,45.00,2019-11-30,5748,Check Number 84464,2019-11-30,FPD,PAYMENT,FPD
2457046,6164,1,52657,admin,2019-11-30,EN,52657-02,166.50,2019-11-30,5744,Check Number 84464,2019-11-30,FPD,PAYMENT,FPD
2457047,6164,1,52657,admin,2019-11-30,EN,52657-02,925.00,2019-11-30,5745,Check Number 84464,2019-11-30,FPD,PAYMENT,FPD
2457048,6164,1,52657,admin,2019-11-30,EN,52657-02,2127.50,2019-11-30,5746,Check Number 84464,2019-11-30,FPD,PAYMENT,FPD
2457049,6164,1,52657,admin,2019-11-30,EN,52657-02,462.50,2019-11-30,5747,Check Number 84464,2019-11-30,FPD,PAYMENT,FPD
2457050,6164,1,52657,admin,2019-11-30,EN,52657-02,148.00,2019-11-30,5900,Check Number,2019-11-30,FPD,PAYMENT,FPD
2457051,2025,1,52657,admin,2019-12-16,EN,52657-02,135.00,2019-12-16,6300,Check Number 5555 against Inv# 2025,2019-12-16,FPD,PAYMENT,FPD
2457052,6016,1,52657,admin,2020-06-15,EN,52657-02,1855.63,2020-06-15,11448,Check Number#6016,2020-06-15,FPD,PAYMENT,FPD
2457053,5651,1,53024,admin,2020-07-31,EN,53024-01,3000.00,2020-07-31,12399,Check Number Online Payment 06452D against Inv# 5651,2020-07-31,FPD,PAYMENT,FPD
2457054,4457,1,51054,admin,2020-03-30,EN,51054-05,303.00,2020-03-30,9307,Check Number 100049002 against Inv# 4457,2020-03-30,FPD,PAYMENT,FPD
2457055,4458,1,51054,admin,2020-05-27,EN,51054-05,45.00,2020-05-27,10779,Check Number 1000050925 against Inv# 4458,2020-05-27,FPD,PAYMENT,FPD
2457056,6170,1,50918,admin,2020-01-24,EN,50918-01,1250.30,2020-01-24,9955,Check Number 597,2020-01-24,FPD,PAYMENT,FPD
2457057,6170,1,50918,admin,2020-07-08,EN,50918-01,150.00,2020-07-08,11960,Check Number 662,2020-07-08,FPD,PAYMENT,FPD
2457058,6171,1,51054,admin,2020-01-08,EN,51054-10,6832.00,2020-01-08,12757,Check Number 1000045812 dated 1/8/20,2020-01-08,FPD,PAYMENT,FPD
2457059,6171,1,51054,admin,2020-01-08,EN,51054-10,614.00,2020-01-08,12758,Check Number 1000045812,2020-01-08,FPD,PAYMENT,FPD
2457060,6171,1,51054,admin,2020-01-08,EN,51054-10,13.63,2020-01-08,12759,Check Number 1000045812,2020-01-08,HPD,PAYMENT,HPD
2457061,4908,1,51054,admin,2020-08-24,EN,51054-10,567.00,2020-08-24,13165,Check Number 1000054039 against Inv# 4908,2020-08-24,FPD,PAYMENT,FPD
2457062,6172,1,53011,admin,2020-05-19,EN,53011-01,1640.50,2020-05-19,10683,Wire Transfer,2020-05-19,FPD,PAYMENT,FPD
2457063,4476,1,50005,admin,2020-05-01,EN,50005-01,3086.00,2020-05-01,10206,Check Number 25191 against Inv# 4476,2020-05-01,FPD,PAYMENT,FPD
2457064,4476,1,50005,admin,2020-05-12,EN,50005-01,276.82,2020-05-12,10606,Check Number 25203 against Inv# 4476,2020-05-12,HPD,PAYMENT,HPD
2457065,5077,1,53905,admin,2020-06-23,EN,53905-01,4632.50,2020-06-23,11610,Check Number 18433 against Inv# 5077,2020-06-23,FPD,PAYMENT,FPD
2457066,140,1,50583,admin,2020-06-01,EN,50583-01,500.00,2020-06-01,11090,Check Number 43538 against Inv# 140,2020-06-01,FPD,PAYMENT,FPD
2457067,6138,1,52657,admin,2020-09-18,EN,52657-08,1851.50,2020-09-18,13877,Check Number against Inv# 6138,2020-09-18,FPD,PAYMENT,FPD
2457068,6138,1,52657,admin,2020-09-18,EN,52657-08,3.34,2020-09-18,13878,Check Number against Inv# 6138,2020-09-18,HPD,PAYMENT,HPD
2457069,6013,1,52657,admin,2020-09-18,EN,52657-06,882.00,2020-09-18,13876,Check Number against Inv# 6013,2020-09-18,FPD,PAYMENT,FPD
2457070,5171,1,52907,admin,2020-06-15,EN,52907-02,832.80,2020-06-15,11441,Check Number 8818619 against Inv# 5171,2020-06-15,FPD,PAYMENT,FPD
2457071,6329,1,50952,admin,2019-10-23,EN,50952-20,10641.50,2019-10-23,4558,Check Number 45549,2019-10-23,FPD,PAYMENT,FPD
2457072,6329,1,50952,admin,2019-10-23,EN,50952-20,327.02,2019-10-23,4559,Check Number 45549,2019-10-23,HPD,PAYMENT,HPD
2457073,3376,1,50952,admin,2020-01-29,EN,50952-20,375.00,2020-01-29,7374,Check Number 45735 against Inv# 3376,2020-01-29,FPD,PAYMENT,FPD
2457074,5185,1,51054,admin,2020-09-21,EN,51054-01,85.00,2020-09-21,13788,Check Number 1000054724 against Inv# 5185 (Prior Balance on  Inv# 5443),2020-09-21,FPD,PAYMENT,FPD
2457075,3155,1,51054,admin,2020-09-21,EN,51054-10,87.00,2020-09-21,13789,Check Number 100054724 against Inv# 3155 (Prior Balance on  Inv# 5442),2020-09-21,FPD,PAYMENT,FPD
2457076,4307,1,51065,admin,2020-04-13,EN,51065-01,162.50,2020-04-13,9852,Check Number 113697 against Inv# 4307,2020-04-13,FPD,PAYMENT,FPD
2457077,6357,1,53021,admin,2020-09-22,EN,53021-01,1397.50,2020-09-22,13826,Credit Card Payment,2020-09-22,FPD,PAYMENT,FPD
2457078,6357,1,53021,admin,2020-10-05,EN,53021-01,3455.00,2020-10-05,14121,Approval Code 316069,2020-10-05,FPD,PAYMENT,FPD
2457079,6358,1,50822,admin,2020-09-21,EN,50822-11,260.00,2020-09-21,13821,Wire Transfer,2020-09-21,FPD,PAYMENT,FPD
2457080,6359,1,53013,admin,2020-09-21,EN,53013-01,104.50,2020-09-21,13774,Credit Card Payment,2020-09-21,FPD,PAYMENT,FPD
2457081,6361,1,80009,admin,2020-09-21,EN,80009-01,2500.00,2020-09-21,13830,Approval Code 620648,2020-09-21,FPD,PAYMENT,FPD
2457082,6338,1,51065,admin,2020-10-05,EN,51065-01,283.50,2020-10-05,14106,Check Number 113909 against Inv# 6338,2020-10-05,FPD,PAYMENT,FPD
2457083,6368,1,50505,admin,2020-09-22,EN,50505-01,975.00,2020-09-22,13923,Wire Transfer,2020-09-22,FPD,PAYMENT,FPD
2457084,5666,1,50505,admin,2020-09-22,EN,50505-01,1700.00,2020-09-22,13924,Wire Transfer against Inv# 5666 (Prior Balance on,2020-09-22,FPD,PAYMENT,FPD
2457085,6371,1,53033,admin,2020-09-21,EN,53033-01,2000.00,2020-09-21,13831,Approval Code 178212,2020-09-21,FPD,PAYMENT,FPD
2457086,5999,1,50952,admin,2020-09-30,EN,50952-127,2839.50,2020-09-30,13940,Check Number 8223 against Inv# 5999,2020-09-30,FPD,PAYMENT,FPD
2457087,5999,1,50952,admin,2020-09-30,EN,50952-127,625.00,2020-09-30,13941,Check Number 8223 against Inv# 5999,2020-09-30,HPD,PAYMENT,HPD
2457088,6377,1,50041,admin,2020-09-14,EN,50041-01,140.00,2020-09-14,13661,Credit Card Payment,2020-09-14,FPD,PAYMENT,FPD
2457089,5453,1,50046,admin,2020-09-23,EN,50046-01,450.00,2020-09-23,13832,Check Number 4205 against Inv# 5453,2020-09-23,FPD,PAYMENT,FPD
2457090,1835,1,50046,admin,2020-09-23,EN,50046-01,82.00,2020-09-23,13833,Check Number 4205 against Inv# 1835 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457091,2365,1,50046,admin,2020-09-23,EN,50046-01,222.00,2020-09-23,13834,Check Number 4205 against Inv# 2365 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457092,2879,1,50046,admin,2020-09-23,EN,50046-01,136.50,2020-09-23,13835,Check Number 4205 against Inv# 2879 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457093,4338,1,50046,admin,2020-09-23,EN,50046-01,2257.50,2020-09-23,13836,Check Number 4205 against Inv# 4338 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457094,4549,1,50046,admin,2020-09-23,EN,50046-01,500.00,2020-09-23,13837,Check Number 4205 against Inv# 4549 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457095,4947,1,50046,admin,2020-09-23,EN,50046-01,185.50,2020-09-23,13838,Check Number 4205 against Inv# 4947 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457096,5212,1,50046,admin,2020-09-23,EN,50046-01,97.50,2020-09-23,13839,Check Number 4205 against Inv# 5212 (Prior Balance on  Inv# 5453),2020-09-23,FPD,PAYMENT,FPD
2457097,6050,1,53009,admin,2020-09-24,EN,53009-01,1140.00,2020-09-24,13846,Check Number 23236 against Inv# 6050,2020-09-24,FPD,PAYMENT,FPD
2457098,6426,1,55650,admin,2020-09-16,EN,55650-01,497.25,2020-09-16,13688,Credit Card Payment,2020-09-16,FPD,PAYMENT,FPD
2457099,6136,1,50636,admin,2020-09-30,EN,50636-01,1232.50,2020-09-30,13950,Check Number 2819 against Inv# 6136,2020-09-30,FPD,PAYMENT,FPD
2457100,6136,1,50636,admin,2020-09-30,EN,50636-01,3600.00,2020-09-30,13951,Check Number 2819 against Inv# 6136,2020-09-30,HPD,PAYMENT,HPD
2457101,6429,1,50784,admin,2020-09-16,EN,50784-01,12000.00,2020-09-16,13697,Write Off of Fees - Adjustment towards service provided - Approved by JMM,2020-09-16,WOF,PAYMENT,WOF
2457102,6052,1,50952,admin,2020-09-30,EN,50952-146,2650.00,2020-09-30,13952,Check Number 2819 against Inv# 6052,2020-09-30,FPD,PAYMENT,FPD
2457103,6142,1,51076,admin,2020-09-30,EN,51076-01,2203.50,2020-09-30,13934,Check Number 025642 against Inv# 6142,2020-09-30,FPD,PAYMENT,FPD
2457104,6053,1,51142,admin,2020-09-30,EN,51142-05,5555.00,2020-09-30,13942,Check Number 1168 against Inv# 6053,2020-09-30,FPD,PAYMENT,FPD
2457105,6840,1,51142,admin,2020-11-23,EN,51142-02,5612.50,2020-11-23,15346,Check Number 1133 against Inv# 6840,2020-11-23,FPD,PAYMENT,FPD
2457106,6006,1,51142,admin,2020-09-30,EN,51142-04,196.50,2020-09-30,13946,Check Number 1128 against Inv# 6006,2020-09-30,FPD,PAYMENT,FPD
2457107,6437,1,51142,admin,2020-09-11,EN,51142-04,390.00,2020-09-11,14135,Check Number #,2020-09-11,FPD,PAYMENT,FPD
2457108,6437,1,51142,admin,2020-09-11,EN,51142-04,97.50,2020-09-11,14136,Check Number #,2020-09-11,HPD,PAYMENT,HPD
2457109,6438,1,51142,admin,2020-09-29,EN,51142-03,3291.06,2020-09-29,13926,Courtesy Discount - 8% approved by Jacob M. Monty on 9/29/20,2020-09-29,DIS,PAYMENT,DIS
2457110,6148,1,51142,admin,2020-09-30,EN,51142-03,48439.36,2020-09-30,13944,Check Number 1197 against Inv# 6148,2020-09-30,FPD,PAYMENT,FPD
2457111,6439,1,51263,admin,2020-10-06,EN,51263-03,5742.50,2020-10-06,14127,Credit Card Payment 3007,2020-10-06,FPD,PAYMENT,FPD
2457112,6439,1,51263,admin,2020-10-06,EN,51263-03,1520.00,2020-10-06,14129,Credit Card Payment 3007,2020-10-06,FPD,PAYMENT,FPD
2457113,6440,1,51263,admin,2020-10-06,EN,51263-01,2262.50,2020-10-06,14126,Credit Card Payment 3007,2020-10-06,FPD,PAYMENT,FPD
2457114,6441,1,53034,admin,2020-09-21,EN,53034-01,2500.00,2020-09-21,13840,Approval Code B12095Approval Code B12095B12095B12095Approval Code B12095,2020-09-21,FPD,PAYMENT,FPD
2457115,6441,1,53034,admin,2020-09-21,EN,53034-01,2500.00,2020-09-21,13841,Approval Code 231903,2020-09-21,FPD,PAYMENT,FPD
2457116,6471,1,53029,admin,2020-09-19,EN,53029-01,1480.00,2020-09-19,14139,Approval Code 06024CApproval Code 06024C,2020-09-19,FPD,PAYMENT,FPD
2457117,5817,1,50699,admin,2020-09-21,EN,50699-01,5006.00,2020-09-21,13790,Check Number 40292 against Inv# 5817,2020-09-21,FPD,PAYMENT,FPD
2457118,6042,1,50699,admin,2020-09-28,EN,50699-01,5480.00,2020-09-28,13919,Check Number 40299 against Inv# 6042,2020-09-28,FPD,PAYMENT,FPD
2457119,6477,1,50822,admin,2020-09-21,EN,50822-14,1659.00,2020-09-21,13819,Wire Transfer,2020-09-21,FPD,PAYMENT,FPD
2457120,5804,1,50822,admin,2020-09-21,EN,50822-14,32.50,2020-09-21,13820,Wire Transfer against Inv# 5804 (Prior Balance on,2020-09-21,FPD,PAYMENT,FPD
2457121,6477,1,50822,admin,2020-09-21,EN,50822-14,32.50,2020-09-21,13825,wire transfer,2020-09-21,FPD,PAYMENT,FPD
2457122,6478,1,50822,admin,2020-09-21,EN,50822-16,1224.00,2020-09-21,13818,Wire Transfer,2020-09-21,FPD,PAYMENT,FPD
2457123,6479,1,50822,admin,2020-09-21,EN,50822-10,520.00,2020-09-21,13824,wire transfer,2020-09-21,FPD,PAYMENT,FPD
2457124,6156,1,50933,admin,2020-09-28,EN,50933-13,12981.00,2020-09-28,13917,Check Number 407505 against Inv# 6156,2020-09-28,FPD,PAYMENT,FPD
2457125,6159,1,50933,admin,2020-09-28,EN,50933-13,9761.00,2020-09-28,13918,Check Number 407505 against Inv# 6159,2020-09-28,FPD,PAYMENT,FPD
2457126,6000,1,50952,admin,2020-09-30,EN,50952-143,66.50,2020-09-30,13937,Check Number 5954 against Inv# 6000,2020-09-30,FPD,PAYMENT,FPD
2457127,6002,1,50952,admin,2020-09-30,EN,50952-78,643.00,2020-09-30,13954,Check Number 2819 against Inv# 6002,2020-09-30,FPD,PAYMENT,FPD
2457128,6002,1,50952,admin,2020-09-30,EN,50952-78,541.25,2020-09-30,13955,Check Number 2819 against Inv# 6002,2020-09-30,HPD,PAYMENT,HPD
2457129,6140,1,50952,admin,2020-09-30,EN,50952-144,656.00,2020-09-30,13939,Check Number 12821 against Inv# 6140,2020-09-30,FPD,PAYMENT,FPD
2457130,6329,1,50952,admin,2020-09-30,EN,50952-20,1667.50,2020-09-30,13943,Check Number 46284 against Inv# 6329,2020-09-30,FPD,PAYMENT,FPD
2457131,6150,1,50952,admin,2020-09-30,EN,50952-24,10989.50,2020-09-30,13947,Check Number 2819 against Inv# 6150,2020-09-30,FPD,PAYMENT,FPD
2457132,5677,1,50991,admin,2020-09-28,EN,50991-01,3906.00,2020-09-28,13914,Check Number 100519711 against Inv# 5677,2020-09-28,FPD,PAYMENT,FPD
2457133,6101,1,50991,admin,2020-09-28,EN,50991-01,1725.00,2020-09-28,13915,Check Number 100519711 against Inv# 6101,2020-09-28,FPD,PAYMENT,FPD
2457134,6495,1,51005,admin,2020-09-29,EN,51005-01,936.28,2020-09-29,13927,Courtesy Discount 8% approved by JMM,2020-09-29,DIS,PAYMENT,DIS
