paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
5631261,0,2,8455,admin,2020-05-13,EN,8455-201,1000.00,2020-05-13,99999,VISA Payment,2020-05-13,FPD,PAYMENT,FPD
5631262,0,2,8455,admin,2020-05-13,EN,8455-201,1015.00,2020-05-13,99999,VISA Payment,2020-05-13,HPD,PAYMENT,HPD
5631263,0,2,8455,admin,2020-08-11,EN,8455-201,934.00,2020-08-11,99999,VISA Payment,2020-08-11,FPD,PAYMENT,FPD
5631264,0,2,8455,admin,2020-10-12,EN,8455-201,1866.00,2020-10-12,99999,VISA Monthly Payment,2020-10-12,FPD,PAYMENT,FPD
5631265,0,2,8455,admin,2022-04-07,EN,8455-221,1000.00,2022-04-07,99999,Credit to Account,2022-04-07,CRE,PAYMENT,CRE
5631266,7074,2,8456,admin,2020-10-21,EN,8456-191,445.00,2020-10-21,99999,VISA Payment NVC Fees,2020-10-21,HPD,PAYMENT,HPD
5631267,216,2,8456,admin,2019-05-22,EN,8456-191,1900.00,2019-05-22,99999,Legal fees and costs,2019-05-22,FPD,PAYMENT,FPD
5631268,216,2,8456,admin,2019-05-22,EN,8456-191,380.00,2019-05-22,99999,Legal fees and costs,2019-05-22,HPD,PAYMENT,HPD
5631269,0,2,8456,admin,2021-01-03,EN,8456-191,1900.00,2021-01-03,99999,VISA Payment Attorney Fees,2021-01-03,FPD,PAYMENT,FPD
5631270,6811,2,8457,admin,2020-10-21,EN,8457-191,445.00,2020-10-21,99999,VISA Payment NVC Fees,2020-10-21,HPD,PAYMENT,HPD
5631271,212,2,8457,admin,2019-05-22,EN,8457-191,1900.00,2019-05-22,99999,Legal fees and costs,2019-05-22,FPD,PAYMENT,FPD
5631272,212,2,8457,admin,2019-05-22,EN,8457-191,380.00,2019-05-22,99999,Legal fees and costs,2019-05-22,HPD,PAYMENT,HPD
5631273,0,2,8457,admin,2021-01-03,EN,8457-191,1900.00,2021-01-03,99999,VISA Payment - Attorney Fees,2021-01-03,FPD,PAYMENT,FPD
5631274,5147,2,8458,admin,2019-06-06,EN,8458-191,4750.00,2019-06-06,99999,legal fees,2019-06-06,FPD,PAYMENT,FPD
5631275,1152,2,8458,admin,2019-06-06,EN,8458-191,4750.00,2019-06-06,99999,legal fees,2019-06-06,FPD,PAYMENT,FPD
5631276,0,2,8458,admin,2019-09-25,EN,8458-191,16.69,2019-09-25,99999,Visa Payment,2019-09-25,HPD,PAYMENT,HPD
5631277,920,2,6924,admin,2019-06-28,EN,8460-191,1870.00,2019-06-28,99999,Visa Payment for Government Filing Fees,2019-06-28,HPD,PAYMENT,HPD
5631278,0,2,6924,admin,2019-06-28,EN,8460-191,200.00,2019-06-28,99999,Payment for Translation and Check,2019-06-28,HPD,PAYMENT,HPD
5631279,0,2,8462,admin,2019-09-30,EN,8462-191,40.92,2019-09-30,99999,Write Off of Fees,2019-09-30,WOF,PAYMENT,WOF
5631280,206,2,8462,admin,2019-05-29,EN,8462-191,1100.00,2019-05-29,99999,Legal fees and costs,2019-05-29,FPD,PAYMENT,FPD
5631281,206,2,8462,admin,2019-05-29,EN,8462-191,260.00,2019-05-29,99999,Legal fees and costs,2019-05-29,HPD,PAYMENT,HPD
5631282,4710,2,8462,admin,2019-06-11,EN,8462-191,967.32,2019-06-11,99999,Cash Payment - Initial Payment,2019-06-11,FPD,PAYMENT,FPD
5631283,4710,2,8462,admin,2019-06-11,EN,8462-191,32.68,2019-06-11,99999,Payment for Expeses,2019-06-11,HPD,PAYMENT,HPD
5631284,0,2,8462,admin,2019-06-12,EN,8462-191,1350.00,2019-06-12,99999,Visa Payment,2019-06-12,FPD,PAYMENT,FPD
5631285,0,2,8463,admin,2020-01-30,EN,8463-191,36.00,2020-01-30,99999,Legal Fees - Mastercard ending 7846,2020-01-30,FPD,PAYMENT,FPD
5631286,0,2,8463,admin,2020-02-28,EN,8463-191,556.00,2020-02-28,99999,MC ending 7846 2.28.2020,2020-02-28,FPD,PAYMENT,FPD
5631287,0,2,8463,admin,2020-03-31,EN,8463-191,552.00,2020-03-31,99999,Visa Monthly Payment,2020-03-31,FPD,PAYMENT,FPD
5631288,0,2,8463,admin,2019-05-30,EN,8463-191,500.00,2019-05-30,99999,Visa Initial Payment,2019-05-30,FPD,PAYMENT,FPD
5631289,670,2,8463,admin,2019-05-30,EN,8463-191,500.00,2019-05-30,99999,FIOA LEGAL FEES,2019-05-30,FPD,PAYMENT,FPD
5631290,0,2,8463,admin,2019-09-30,EN,8463-191,556.00,2019-09-30,99999,Atty Fees- Monthly Payment,2019-09-30,FPD,PAYMENT,FPD
5631291,0,2,8463,admin,2019-06-13,EN,8463-191,500.00,2019-06-13,99999,Visa Payment,2019-06-13,FPD,PAYMENT,FPD
5631292,0,2,8463,admin,2019-07-30,EN,8463-191,556.00,2019-07-30,99999,LEGAL FEES,2019-07-30,FPD,PAYMENT,FPD
5631293,0,2,8463,admin,2019-08-30,EN,8463-191,556.00,2019-08-30,99999,Atty Fees - I-160 Matter,2019-08-30,FPD,PAYMENT,FPD
5631294,0,2,8463,admin,2019-10-30,EN,8463-191,556.00,2019-10-30,99999,Atty Fees - Mastercard ending in 7299,2019-10-30,FPD,PAYMENT,FPD
5631295,0,2,8463,admin,2019-11-26,EN,8463-191,556.00,2019-11-26,99999,Atty Fees - Visa ending 9578,2019-11-26,FPD,PAYMENT,FPD
5631296,0,2,8463,admin,2019-12-31,EN,8463-191,556.00,2019-12-31,99999,Mastercard ending 7846 12.31.2019,2019-12-31,FPD,PAYMENT,FPD
5631297,0,2,8463,admin,2020-01-30,EN,8463-191,520.00,2020-01-30,99999,Legal Fees - Mastercard ending 7846,2020-01-30,FPD,PAYMENT,FPD
5631298,0,2,8463,admin,2020-06-05,EN,8463-191,325.00,2020-06-05,99999,MC 7846 - NVC Fee,2020-06-05,HPD,PAYMENT,HPD
5631299,3695,2,8463,admin,2019-11-26,EN,8463-191,150.00,2019-11-26,99999,Atty Fees - Visa ending 9578,2019-11-26,FPD,PAYMENT,FPD
5631300,0,2,8464,admin,2019-04-30,EN,8464-161,2500.00,2019-04-30,99999,Payments from TS - Funds,2019-04-30,FPD,PAYMENT,FPD
5631301,0,2,8464,admin,2019-06-30,EN,8464-16-,9.27,2019-06-30,99999,Write Off of Fees,2019-06-30,WOF,PAYMENT,WOF
5631302,744,2,8464,admin,2019-06-01,EN,8464-191,375.00,2019-06-01,99999,EAD LEGAL FEES AND COSTS,2019-06-01,FPD,PAYMENT,FPD
5631303,744,2,8464,admin,2019-06-01,EN,8464-191,37.50,2019-06-01,99999,EAD LEGAL FEES AND COSTS,2019-06-01,HPD,PAYMENT,HPD
5631304,2641,2,8464,admin,2019-10-09,EN,8464-191,250.00,2019-10-09,99999,Atty Fee,2019-10-09,FPD,PAYMENT,FPD
5631305,2641,2,8464,admin,2019-10-24,EN,8464-191,250.00,2019-10-24,99999,Visa Payment,2019-10-24,FPD,PAYMENT,FPD
5631306,0,2,8464,admin,2019-10-09,EN,8464-191,50.00,2019-10-09,99999,Payment Received/Fees - Check #: Cost,2019-10-09,HPD,PAYMENT,HPD
5631307,5559,2,8464,admin,2020-06-15,EN,8464-201,300.00,2020-06-15,99999,VISA Payment,2020-06-15,FPD,PAYMENT,FPD
5631308,0,2,8464,admin,2020-07-14,EN,8464-201,275.00,2020-07-14,99999,monthly payment,2020-07-14,FPD,PAYMENT,FPD
5631309,4994,2,8464,admin,2020-04-22,EN,8464-201,325.00,2020-04-22,99999,VISA Payment - NVC Fees,2020-04-22,HPD,PAYMENT,HPD
5631310,5236,2,8464,admin,2019-04-30,EN,8464-201,1500.00,2019-04-30,99999,Payment from Funds-TS,2019-04-30,FPD,PAYMENT,FPD
5631311,5236,2,8464,admin,2019-04-30,EN,8464-201,1000.00,2019-04-30,99999,Payment from Funds- TS - for Consular Process,2019-04-30,FPD,PAYMENT,FPD
5631312,10717,2,8464,admin,2021-06-16,EN,8464-211,300.00,2021-06-16,99999,Atty Fees - Cash Payment,2021-06-16,FPD,PAYMENT,FPD
5631313,0,2,8464,admin,2021-07-12,EN,8464-211,275.00,2021-07-12,99999,Visa Payment - Atty Fees,2021-07-12,FPD,PAYMENT,FPD
5631314,0,2,10091,admin,2019-10-26,EN,8465-191,60.94,2019-10-26,99999,Adjustment to clear balance - client paid $250.00 to cover expenses.,2019-10-26,WHC,PAYMENT,WHC
5631315,0,2,10091,admin,2019-10-26,EN,8465-191,1250.00,2019-10-26,99999,Check Number 939331 against Inv# 710,2019-10-26,FPD,PAYMENT,FPD
5631316,0,2,10091,admin,2019-10-26,EN,8465-191,750.00,2019-10-26,99999,Check Number 939331 against Inv# 1165,2019-10-26,FPD,PAYMENT,FPD
5631317,0,2,10091,admin,2019-10-26,EN,8465-191,2500.00,2019-10-26,99999,Check Number 939331 against Inv# 1218,2019-10-26,FPD,PAYMENT,FPD
5631318,0,2,10091,admin,2019-10-26,EN,8465-191,625.00,2019-10-26,99999,Check Number 939331 against Inv# 1872,2019-10-26,HPD,PAYMENT,HPD
5631319,0,2,10091,admin,2019-10-26,EN,8465-191,2370.00,2019-10-26,99999,Check Number 939331 against Inv# 1873,2019-10-26,HPD,PAYMENT,HPD
5631320,719,2,8466,admin,2019-06-05,EN,8466-191,550.00,2019-06-05,99999,LEGAL FEES AND COSTS ($450 CONSULTATION CREDIT),2019-06-05,FPD,PAYMENT,FPD
5631321,719,2,8466,admin,2019-06-05,EN,8466-191,100.00,2019-06-05,99999,LEGAL FEES AND COSTS ($450 CONSULTATION CREDIT),2019-06-05,HPD,PAYMENT,HPD
5631322,0,2,8466,admin,2019-12-04,EN,8466-191,300.00,2019-12-04,99999,Atty Fees -  Cash Payment,2019-12-04,FPD,PAYMENT,FPD
5631323,0,2,8466,admin,2020-04-20,EN,8466-191,150.00,2020-04-20,99999,MC Payment,2020-04-20,FPD,PAYMENT,FPD
5631324,658,2,8467,admin,2019-06-07,EN,8467-191,3500.00,2019-06-07,99999,legal fees,2019-06-07,FPD,PAYMENT,FPD
5631325,1120,2,8468,admin,2019-06-07,EN,8468-191,1000.00,2019-06-07,99999,legal fees and costs,2019-06-07,FPD,PAYMENT,FPD
5631326,1120,2,8468,admin,2019-06-07,EN,8468-191,230.00,2019-06-07,99999,legal fees and costs,2019-06-07,HPD,PAYMENT,HPD
5631327,1120,2,8468,admin,2019-07-22,EN,8468-191,150.00,2019-07-22,99999,ATTY FEES,2019-07-22,FPD,PAYMENT,FPD
5631328,1120,2,8468,admin,2019-07-08,EN,8468-191,400.00,2019-07-08,99999,Visa Payment,2019-07-08,FPD,PAYMENT,FPD
5631329,2425,2,8468,admin,2019-09-09,EN,8468-191,470.00,2019-09-09,99999,ATTY fees - I-130 & AOS,2019-09-09,FPD,PAYMENT,FPD
5631330,6086,2,8468,admin,2019-10-11,EN,8468-191,560.00,2019-10-11,99999,Atty Fees - Monthly Paymemt,2019-10-11,FPD,PAYMENT,FPD
5631331,6086,2,8468,admin,2019-11-08,EN,8468-191,560.00,2019-11-08,99999,Atty Fees - Visa ending 3587,2019-11-08,FPD,PAYMENT,FPD
5631332,6086,2,8468,admin,2019-12-23,EN,8468-191,100.00,2019-12-23,99999,Atty Fees - Visa ending 3587,2019-12-23,FPD,PAYMENT,FPD
5631333,6086,2,8468,admin,2020-08-03,EN,8468-191,197.50,2020-08-03,99999,Discover Payment,2020-08-03,FPD,PAYMENT,FPD
5631334,2425,2,8468,admin,2019-08-09,EN,8468-191,560.00,2019-08-09,99999,Visa Payment,2019-08-09,FPD,PAYMENT,FPD
5631335,2319,2,8469,admin,2019-06-11,EN,8469-191,450.00,2019-06-11,99999,Legal fees ($150 fees paid at consultation),2019-06-11,FPD,PAYMENT,FPD
5631336,2319,2,8469,admin,2019-07-05,EN,8469-191,600.00,2019-07-05,99999,VISA Payment,2019-07-05,FPD,PAYMENT,FPD
5631337,2319,2,8469,admin,2019-08-16,EN,8469-191,600.00,2019-08-16,99999,Atty Fees - N-400 matter,2019-08-16,FPD,PAYMENT,FPD
5631338,4413,2,8469,admin,2019-09-30,EN,8469-191,150.00,2019-09-30,99999,Consultation Fee - Credit,2019-09-30,FPD,PAYMENT,FPD
5631339,0,2,8469,admin,2019-06-25,EN,8469-191,180.00,2019-06-25,99999,Payment For Expenses,2019-06-25,HPD,PAYMENT,HPD
5631340,721,2,8470,admin,2019-06-08,EN,8470-191,550.00,2019-06-08,99999,legal fees and costs $450 legal fees paid at consultation,2019-06-08,FPD,PAYMENT,FPD
5631341,721,2,8470,admin,2019-06-08,EN,8470-191,100.00,2019-06-08,99999,legal fees and costs $450 legal fees paid at consultation,2019-06-08,HPD,PAYMENT,HPD
5631342,725,2,8471,admin,2019-06-11,EN,8471-191,540.00,2019-06-11,99999,LEGAL FEES AND COSTS ($150 CREDIT PAID IN FEES AT CONSULTATION),2019-06-11,FPD,PAYMENT,FPD
5631343,725,2,8471,admin,2019-06-11,EN,8471-191,180.00,2019-06-11,99999,LEGAL FEES AND COSTS ($150 CREDIT PAID IN FEES AT CONSULTATION),2019-06-11,HPD,PAYMENT,HPD
5631344,0,2,8471,admin,2019-09-21,EN,8471-191,300.00,2019-09-21,99999,Atty Fees - Monthly Payment,2019-09-21,FPD,PAYMENT,FPD
5631345,0,2,8471,admin,2019-11-27,EN,8471-191,150.00,2019-11-27,99999,Visa ending 8272 11.27.2019,2019-11-27,FPD,PAYMENT,FPD
5631346,0,2,8471,admin,2020-01-13,EN,8471-191,660.00,2020-01-13,99999,Visa Payment,2020-01-13,FPD,PAYMENT,FPD
5631347,14300,2,8471,admin,2020-04-24,EN,8471-201,500.00,2020-04-24,99999,VISA Payment,2020-04-24,FPD,PAYMENT,FPD
5631348,14300,2,8471,admin,2020-04-24,EN,8471-201,250.00,2020-04-24,99999,VISA Payment,2020-04-24,HPD,PAYMENT,HPD
5631349,14300,2,8471,admin,2020-05-28,EN,8471-201,445.00,2020-05-28,99999,Visa ending 8272 - NVC Fees,2020-05-28,HPD,PAYMENT,HPD
5631350,14300,2,8471,admin,2020-08-10,EN,8471-201,400.00,2020-08-10,99999,VISA Monthly Payment,2020-08-10,FPD,PAYMENT,FPD
5631351,14300,2,8471,admin,2020-08-27,EN,8471-201,300.00,2020-08-27,99999,VISA Monthly Payment,2020-08-27,FPD,PAYMENT,FPD
5631352,14300,2,8471,admin,2020-10-19,EN,8471-201,215.00,2020-10-19,99999,VISA Monthly Payment,2020-10-19,FPD,PAYMENT,FPD
5631353,14300,2,8471,admin,2020-11-18,EN,8471-201,200.00,2020-11-18,99999,VISA Payment - Attorney Fees,2020-11-18,FPD,PAYMENT,FPD
5631354,14300,2,8471,admin,2021-01-04,EN,8471-201,350.00,2021-01-04,99999,VISA Payment - Attorney Fees,2021-01-04,FPD,PAYMENT,FPD
5631355,14300,2,8471,admin,2021-03-17,EN,8471-201,1035.00,2021-03-17,99999,Visa Payment - Attorney Fees,2021-03-17,FPD,PAYMENT,FPD
5631356,2431,2,8472,admin,2019-08-20,EN,8472-191,467.00,2019-08-20,99999,Montly Payment Atty Fees,2019-08-20,FPD,PAYMENT,FPD
5631357,2431,2,8472,admin,2019-09-23,EN,8472-191,467.00,2019-09-23,99999,Atty Fees - Monthly Payment,2019-09-23,FPD,PAYMENT,FPD
5631358,7181,2,8472,admin,2019-11-25,EN,8472-191,467.00,2019-11-25,99999,Atty Fees - Mastercard 3128,2019-11-25,FPD,PAYMENT,FPD
5631359,7181,2,8472,admin,2019-12-30,EN,8472-191,465.00,2019-12-30,99999,Atty Fees - Mastercard ending 3128,2019-12-30,FPD,PAYMENT,FPD
5631360,7181,2,8472,admin,2019-06-10,EN,8472-191,1380.00,2019-06-10,99999,Payments,2019-06-10,HPD,PAYMENT,HPD
5631361,7181,2,8472,admin,2019-07-10,EN,8472-191,467.00,2019-07-10,99999,Payments,2019-07-10,HPD,PAYMENT,HPD
5631362,7181,2,8472,admin,2019-10-23,EN,8472-191,467.00,2019-10-23,99999,Payments,2019-10-23,HPD,PAYMENT,HPD
5631363,1868,2,8473,admin,2019-06-10,EN,8473-191,1300.00,2019-06-10,99999,Visa Payment,2019-06-10,FPD,PAYMENT,FPD
5631364,1868,2,8473,admin,2019-06-10,EN,8473-191,1300.00,2019-06-10,99999,Visa Payment,2019-06-10,FPD,PAYMENT,FPD
5631365,0,2,8474,admin,2019-06-12,EN,8474-191,500.00,2019-06-12,99999,VISA PAYMENT,2019-06-12,FPD,PAYMENT,FPD
5631366,0,2,8475,admin,2019-06-12,EN,8475-191,180.00,2019-06-12,99999,Transfer from Trust account - Payment for Expenses,2019-06-12,HPD,PAYMENT,HPD
5631367,0,2,8475,admin,2019-06-12,EN,8475-191,820.00,2019-06-12,99999,Payment Received/Fees - Check #: PAYMENT,2019-06-12,FPD,PAYMENT,FPD
5631368,0,2,8475,admin,2019-06-28,EN,8475-191,150.00,2019-06-28,99999,Visa Payment,2019-06-28,FPD,PAYMENT,FPD
5631369,0,2,8475,admin,2019-07-17,EN,8475-191,335.00,2019-07-17,99999,MASTERCARD PAYMENT ATTY FEES,2019-07-17,FPD,PAYMENT,FPD
5631370,0,2,8475,admin,2019-06-18,EN,8475-191,150.00,2019-06-18,99999,Visa Payment,2019-06-18,FPD,PAYMENT,FPD
5631371,0,2,8475,admin,2019-07-08,EN,8475-191,335.00,2019-07-08,99999,Visa Payment,2019-07-08,FPD,PAYMENT,FPD
5631372,0,2,8475,admin,2019-08-14,EN,8475-191,210.00,2019-08-14,99999,Atty Fees - I-130 Matter,2019-08-14,FPD,PAYMENT,FPD
5631373,0,2,8475,admin,2019-08-24,EN,8475-191,500.00,2019-08-24,99999,Atty Fees - Monthly payment on matter,2019-08-24,FPD,PAYMENT,FPD
5631374,0,2,8475,admin,2019-08-24,EN,8475-191,500.00,2019-08-24,99999,Atty Fees - New Matter Order of supervision,2019-08-24,FPD,PAYMENT,FPD
5631375,0,2,8475,admin,2019-12-03,EN,8475-191,250.00,2019-12-03,99999,Mastercard ending 3609 12/3/2019,2019-12-03,FPD,PAYMENT,FPD
5631376,0,2,8475,admin,2020-01-07,EN,8475-191,200.00,2020-01-07,99999,Atty Fees - Mastercard ending 3609,2020-01-07,FPD,PAYMENT,FPD
5631377,11944,2,8475,admin,2021-07-02,EN,8475-191,165.00,2021-07-02,99999,Visa Payment - Govt Fee & Transaction Fees,2021-07-02,HPD,PAYMENT,HPD
5631378,0,2,8475,admin,2019-06-12,EN,8475-191,350.00,2019-06-12,99999,Trust Deposit - Payment for Expenses,2019-06-12,FPD,PAYMENT,FPD
5631379,0,2,8475,admin,2019-08-04,EN,8475-191,50.00,2019-08-04,99999,Trust Deposit - Cost Order of Supervision,2019-08-04,FPD,PAYMENT,FPD
5631380,0,2,8475,admin,2019-06-12,EN,8475-191,1800.00,2019-06-12,99999,VISA PAYMENT,2019-06-12,FPD,PAYMENT,FPD
5631381,0,2,8475,admin,2022-04-28,EN,8475-221,200.00,2022-04-28,99999,Initial Payment,2022-04-28,HPD,PAYMENT,HPD
5631382,0,2,8475,admin,2022-04-28,EN,8475-221,500.00,2022-04-28,99999,Initial Payment,2022-04-28,FPD,PAYMENT,FPD
5631383,0,2,8475,admin,2022-05-31,EN,8475-221,1200.00,2022-05-31,99999,Cash Payment - Atty Fees,2022-05-31,FPD,PAYMENT,FPD
5631384,0,2,8475,admin,2022-05-31,EN,8475-221,1100.00,2022-05-31,99999,American Express - Atty Fees,2022-05-31,FPD,PAYMENT,FPD
5631385,0,2,8475,admin,2022-04-28,EN,8475-221,1500.00,2022-04-28,99999,Initial Payment,2022-04-28,FPD,PAYMENT,FPD
5631386,0,2,8475,admin,2022-04-28,EN,8475-221,100.00,2022-04-28,99999,Initial Payment,2022-04-28,HPD,PAYMENT,HPD
5631387,2731,2,8376,admin,2019-10-01,EN,8476-191,135.00,2019-10-01,99999,Atty Fees,2019-10-01,FPD,PAYMENT,FPD
5631388,0,2,8376,admin,2020-01-21,EN,8476-191,7500.00,2020-01-21,99999,Check Number,2020-01-21,FPD,PAYMENT,FPD
5631389,2731,2,8376,admin,2019-08-07,EN,8476-191,1570.00,2019-08-07,99999,Check Number 158854 against Inv# 762,2019-08-07,FPD,PAYMENT,FPD
5631390,5641,2,8477,admin,2019-06-13,EN,8477-191,1500.00,2019-06-13,99999,Visa Payment - Client Paid additional fees for future work after MCV,2019-06-13,FPD,PAYMENT,FPD
5631391,3541,2,8477,admin,2019-12-10,EN,8477-191,3250.00,2019-12-10,99999,Mastercard ending 5001 12.10.2019,2019-12-10,FPD,PAYMENT,FPD
5631392,0,2,8477,admin,2020-09-30,EN,8477-191,30.91,2020-09-30,99999,Write Off of Fees,2020-09-30,WOF,PAYMENT,WOF
5631393,1685,2,8477,admin,2019-06-13,EN,8477-191,450.00,2019-06-13,99999,Visa Payment,2019-06-13,FPD,PAYMENT,FPD
5631394,1685,2,8477,admin,2019-06-13,EN,8477-191,3000.00,2019-06-13,99999,Visa Payment,2019-06-13,FPD,PAYMENT,FPD
5631395,0,2,8477,admin,2019-08-31,EN,8477-191,96.66,2019-08-31,99999,Write Off of Fees,2019-08-31,WOF,PAYMENT,WOF
5631396,0,2,8477,admin,2019-07-13,EN,8477-191,2500.00,2019-07-13,99999,Visa Payment,2019-07-13,FPD,PAYMENT,FPD
5631397,1151,2,8478,admin,2019-06-11,EN,8478-191,500.00,2019-06-11,99999,legal fees and cost,2019-06-11,FPD,PAYMENT,FPD
5631398,1151,2,8478,admin,2019-06-11,EN,8478-191,180.00,2019-06-11,99999,legal fees and cost,2019-06-11,HPD,PAYMENT,HPD
5631399,1151,2,8478,admin,2019-07-18,EN,8478-191,434.00,2019-07-18,99999,ATTY FEES,2019-07-18,FPD,PAYMENT,FPD
5631400,6530,2,8478,admin,2019-10-30,EN,8478-191,434.00,2019-10-30,99999,Atty Fees - Visa Ending 7302,2019-10-30,FPD,PAYMENT,FPD
5631401,6530,2,8478,admin,2019-11-21,EN,8478-191,432.00,2019-11-21,99999,Visa ending 7302 11.21.2019,2019-11-21,FPD,PAYMENT,FPD
5631402,0,2,8479,admin,2019-06-24,EN,8479-191,1294.78,2019-06-24,99999,Cash Payment,2019-06-24,FPD,PAYMENT,FPD
5631403,0,2,8479,admin,2019-06-24,EN,8479-191,55.22,2019-06-24,99999,Cash Payment,2019-06-24,HPD,PAYMENT,HPD
5631404,0,2,8479,admin,2019-06-24,EN,8479-191,150.00,2019-06-24,99999,Cash Payment,2019-06-24,FPD,PAYMENT,FPD
5631405,0,2,8479,admin,2019-07-05,EN,8479-191,55.22,2019-07-05,99999,Cash Payment,2019-07-05,FPD,PAYMENT,FPD
5631406,0,2,8479,admin,2019-07-01,EN,8479-191,1000.00,2019-07-01,99999,Visa Payment,2019-07-01,FPD,PAYMENT,FPD
5631407,5831,2,8479,admin,2020-06-04,EN,8479-201,1000.00,2020-06-04,99999,Cash - Initial Deposit & Costs,2020-06-04,FPD,PAYMENT,FPD
5631408,5831,2,8479,admin,2020-06-04,EN,8479-201,475.00,2020-06-04,99999,Cash - Initial Deposit & Costs,2020-06-04,HPD,PAYMENT,HPD
5631409,5831,2,8479,admin,2020-03-18,EN,8479-201,1000.00,2020-03-18,99999,Visa 7743 - Monthly payment,2020-03-18,FPD,PAYMENT,FPD
5631410,12464,2,8479,admin,2021-08-03,EN,8479-211,1150.00,2021-08-03,99999,Cash Payment - Atty Fees & Costs,2021-08-03,FPD,PAYMENT,FPD
5631411,12464,2,8479,admin,2021-08-03,EN,8479-211,150.00,2021-08-03,99999,Cash Payment - Atty Fees & Costs,2021-08-03,HPD,PAYMENT,HPD
5631412,0,2,8479,admin,2021-12-09,EN,8479-211,445.00,2021-12-09,99999,Visa Payment - Cost,2021-12-09,FPD,PAYMENT,FPD
5631413,2659,2,8480,admin,2019-10-02,EN,8480-191,650.00,2019-10-02,99999,Atty Fees - LPR Renewal,2019-10-02,FPD,PAYMENT,FPD
5631414,0,2,8480,admin,2019-10-02,EN,8480-191,65.00,2019-10-02,99999,LPE Renewal Cost,2019-10-02,HPD,PAYMENT,HPD
5631415,2304,2,8480,admin,2019-06-13,EN,8480-191,500.00,2019-06-13,99999,Visa Payment,2019-06-13,FPD,PAYMENT,FPD
5631416,2304,2,8480,admin,2019-08-22,EN,8480-191,625.00,2019-08-22,99999,Atty Fees Monthly payments,2019-08-22,FPD,PAYMENT,FPD
5631417,2304,2,8480,admin,2019-07-12,EN,8480-191,625.00,2019-07-12,99999,Atty Fees - N-600,2019-07-12,FPD,PAYMENT,FPD
5631418,0,2,8481,admin,2019-08-15,EN,8481-191,500.00,2019-08-15,99999,Atty Fees - Montlly payment U Certificater,2019-08-15,FPD,PAYMENT,FPD
5631419,0,2,8481,admin,2019-09-27,EN,8481-191,300.00,2019-09-27,99999,Atty Fees - Monthly Payment,2019-09-27,FPD,PAYMENT,FPD
5631420,0,2,8481,admin,2019-10-25,EN,8481-191,172.84,2019-10-25,99999,Visa Payment,2019-10-25,FPD,PAYMENT,FPD
5631421,0,2,8481,admin,2019-10-25,EN,8481-191,27.16,2019-10-25,99999,Visa Payment,2019-10-25,HPD,PAYMENT,HPD
5631422,0,2,8481,admin,2019-09-30,EN,8481-191,13.51,2019-09-30,99999,Write Off of Fees,2019-09-30,WOF,PAYMENT,WOF
5631423,0,2,8481,admin,2019-06-14,EN,8481-191,500.00,2019-06-14,99999,Visa Payment - Initial Deposit,2019-06-14,FPD,PAYMENT,FPD
5631424,0,2,8481,admin,2019-07-09,EN,8481-191,500.00,2019-07-09,99999,Visa Payment,2019-07-09,FPD,PAYMENT,FPD
5631425,0,2,8481,admin,2019-06-14,EN,8481-191,27.16,2019-06-14,99999,Visa Payment - from Funds Account,2019-06-14,FPD,PAYMENT,FPD
5631426,0,2,8482,admin,2019-06-19,EN,8482-191,500.00,2019-06-19,99999,Cash Payment,2019-06-19,FPD,PAYMENT,FPD
5631427,0,2,8482,admin,2019-07-31,EN,8482-191,340.00,2019-07-31,99999,LEGAL FEES,2019-07-31,FPD,PAYMENT,FPD
5631428,0,2,8482,admin,2019-07-24,EN,8482-191,340.00,2019-07-24,99999,Atty Fees - Monthly Payment,2019-07-24,FPD,PAYMENT,FPD
5631429,0,2,8482,admin,2020-01-08,EN,8482-191,1000.00,2020-01-08,99999,Cash Payment,2020-01-08,FPD,PAYMENT,FPD
5631430,0,2,8482,admin,2020-01-08,EN,8482-191,1000.00,2020-01-08,99999,Cash Payment,2020-01-08,FPD,PAYMENT,FPD
5631431,0,2,8482,admin,2020-01-21,EN,8482-191,480.00,2020-01-21,99999,Cash payment 1.20.2020,2020-01-21,FPD,PAYMENT,FPD
5631432,0,2,8482,admin,2020-01-28,EN,8482-191,480.00,2020-01-28,99999,Legal Fees - Cash Payment,2020-01-28,FPD,PAYMENT,FPD
5631433,17222,2,8482,admin,2022-02-18,EN,8482-221,414.60,2022-02-18,99999,Visa Payment - Atty Fees,2022-02-18,FPD,PAYMENT,FPD
5631434,0,2,8482,admin,2022-06-01,EN,8482-221,1310.40,2022-06-01,99999,Credit to Account from Adjustment of Status matter that was not filed.,2022-06-01,CRE,PAYMENT,CRE
5631435,1743,2,8483,admin,2019-08-17,EN,8483-191,500.00,2019-08-17,99999,Atty Fees - FOIA matter,2019-08-17,FPD,PAYMENT,FPD
5631436,5151,2,8483,admin,2019-06-19,EN,8483-191,1000.00,2019-06-19,99999,Cash Payment,2019-06-19,FPD,PAYMENT,FPD
5631437,5151,2,8483,admin,2019-07-16,EN,8483-191,404.00,2019-07-16,99999,VISA PAYMENT ATTY FEES,2019-07-16,FPD,PAYMENT,FPD
